Frame:	Label:	Points:	Bounding Box ID:	Frame path: data3/boiled-egg/
0	table	(0,112,101,142)	29	0.jpg
0	stove	(103,112,154,123)	30	0.jpg
0	frying_pan	(102,117,83,75)	14	0.jpg
0	shell_egg	(58,241,19,16)	7	0.jpg
0	pan_handle	(139,88,22,43)	15	0.jpg
0	bowl	(54,112,44,43)	17	0.jpg
0	saltshaker	(23,161,36,56)	26	0.jpg
0	cutting_board	(8,112,54,60)	19	0.jpg
0	pan	(189,118,68,66)	13	0.jpg
1	table	(0,112,101,142)	29	1.jpg
1	stove	(103,112,154,123)	30	1.jpg
1	frying_pan	(102,117,83,75)	14	1.jpg
1	shell_egg	(58,241,19,16)	7	1.jpg
1	pan	(189,118,68,66)	13	1.jpg
1	pan_handle	(139,88,22,43)	15	1.jpg
1	bowl	(54,112,44,43)	17	1.jpg
1	saltshaker	(23,161,36,56)	26	1.jpg
1	cutting_board	(8,112,54,60)	19	1.jpg
2	table	(0,112,101,142)	29	2.jpg
2	stove	(103,112,154,123)	30	2.jpg
2	frying_pan	(102,117,83,75)	14	2.jpg
2	shell_egg	(58,241,19,16)	7	2.jpg
2	pan	(189,118,68,66)	13	2.jpg
2	pan_handle	(139,88,22,43)	15	2.jpg
2	bowl	(54,112,44,43)	17	2.jpg
2	saltshaker	(23,161,36,56)	26	2.jpg
2	cutting_board	(8,112,54,60)	19	2.jpg
3	table	(0,112,101,142)	29	3.jpg
3	stove	(103,112,154,123)	30	3.jpg
3	frying_pan	(102,117,83,75)	14	3.jpg
3	shell_egg	(58,241,19,16)	7	3.jpg
3	pan	(189,118,68,66)	13	3.jpg
3	pan_handle	(139,88,22,43)	15	3.jpg
3	bowl	(54,112,44,43)	17	3.jpg
3	saltshaker	(23,161,36,56)	26	3.jpg
3	cutting_board	(8,112,54,60)	19	3.jpg
4	table	(0,112,101,142)	29	4.jpg
4	stove	(103,112,154,123)	30	4.jpg
4	frying_pan	(102,117,83,75)	14	4.jpg
4	shell_egg	(58,241,19,16)	7	4.jpg
4	pan	(189,118,68,66)	13	4.jpg
4	pan_handle	(139,88,22,43)	15	4.jpg
4	bowl	(54,112,44,43)	17	4.jpg
4	saltshaker	(23,161,36,56)	26	4.jpg
4	cutting_board	(8,112,54,60)	19	4.jpg
5	table	(0,112,101,142)	29	5.jpg
5	stove	(103,112,154,123)	30	5.jpg
5	frying_pan	(102,117,83,75)	14	5.jpg
5	shell_egg	(58,241,19,16)	7	5.jpg
5	pan	(189,118,68,66)	13	5.jpg
5	pan_handle	(139,88,22,43)	15	5.jpg
5	bowl	(54,112,44,43)	17	5.jpg
5	saltshaker	(23,161,36,56)	26	5.jpg
5	cutting_board	(8,112,54,60)	19	5.jpg
6	table	(0,112,101,142)	29	6.jpg
6	stove	(103,112,154,123)	30	6.jpg
6	frying_pan	(102,117,83,75)	14	6.jpg
6	shell_egg	(58,241,19,16)	7	6.jpg
6	pan	(189,118,68,66)	13	6.jpg
6	pan_handle	(139,88,22,43)	15	6.jpg
6	bowl	(54,112,44,43)	17	6.jpg
6	saltshaker	(23,161,36,56)	26	6.jpg
6	cutting_board	(8,112,54,60)	19	6.jpg
7	table	(0,112,101,142)	29	7.jpg
7	stove	(103,112,154,123)	30	7.jpg
7	frying_pan	(102,117,83,75)	14	7.jpg
7	shell_egg	(58,241,19,16)	7	7.jpg
7	pan	(189,118,68,66)	13	7.jpg
7	pan_handle	(139,88,22,43)	15	7.jpg
7	bowl	(54,112,44,43)	17	7.jpg
7	saltshaker	(23,161,36,56)	26	7.jpg
7	cutting_board	(8,112,54,60)	19	7.jpg
8	table	(0,112,101,142)	29	8.jpg
8	stove	(103,112,154,123)	30	8.jpg
8	frying_pan	(102,117,83,75)	14	8.jpg
8	shell_egg	(58,241,19,16)	7	8.jpg
8	pan	(189,118,68,66)	13	8.jpg
8	pan_handle	(139,88,22,43)	15	8.jpg
8	bowl	(54,112,44,43)	17	8.jpg
8	saltshaker	(23,161,36,56)	26	8.jpg
8	cutting_board	(8,112,54,60)	19	8.jpg
9	table	(0,112,101,142)	29	9.jpg
9	stove	(103,112,154,123)	30	9.jpg
9	frying_pan	(102,117,83,75)	14	9.jpg
9	shell_egg	(58,241,19,16)	7	9.jpg
9	pan	(189,118,68,66)	13	9.jpg
9	pan_handle	(139,88,22,43)	15	9.jpg
9	bowl	(54,112,44,43)	17	9.jpg
9	saltshaker	(23,161,36,56)	26	9.jpg
9	cutting_board	(8,112,54,60)	19	9.jpg
10	table	(0,112,101,142)	29	10.jpg
10	stove	(103,112,154,123)	30	10.jpg
10	frying_pan	(102,117,83,75)	14	10.jpg
10	shell_egg	(58,241,19,16)	7	10.jpg
10	pan	(189,118,68,66)	13	10.jpg
10	pan_handle	(139,88,22,43)	15	10.jpg
10	bowl	(54,112,44,43)	17	10.jpg
10	saltshaker	(23,161,36,56)	26	10.jpg
10	cutting_board	(8,112,54,60)	19	10.jpg
11	table	(0,112,101,142)	29	11.jpg
11	stove	(103,112,154,123)	30	11.jpg
11	frying_pan	(102,117,83,75)	14	11.jpg
11	shell_egg	(58,241,19,16)	7	11.jpg
11	pan	(189,118,68,66)	13	11.jpg
