Frame:	Label:	Points:	Bounding Box ID:	Frame path: data4/omelette/
0	table	(0,112,101,142)	29	0.jpg
0	stove	(103,112,154,123)	30	0.jpg
0	pan	(185,120,72,67)	13	0.jpg
0	shell_egg	(44,228,22,24)	7	0.jpg
0	shell_egg	(45,213,23,22)	7	0.jpg
0	frying_pan	(100,89,83,103)	14	0.jpg
0	bowl	(58,124,43,42)	17	0.jpg
0	cutting_board	(16,114,55,63)	19	0.jpg
0	knife	(20,109,52,66)	22	0.jpg
0	milk_carton	(0,217,17,37)	23	0.jpg
0	oil_bottle	(1,160,21,43)	24	0.jpg
0	saltshaker	(15,159,38,54)	26	0.jpg
0	spoon	(28,172,17,31)	27	0.jpg
1	table	(0,112,101,142)	29	1.jpg
1	stove	(103,112,154,123)	30	1.jpg
1	pan	(185,120,72,67)	13	1.jpg
1	shell_egg	(44,228,22,24)	7	1.jpg
1	shell_egg	(45,213,23,22)	7	1.jpg
1	frying_pan	(100,89,83,103)	14	1.jpg
1	bowl	(58,124,43,42)	17	1.jpg
1	cutting_board	(16,114,55,63)	19	1.jpg
1	knife	(20,109,52,66)	22	1.jpg
1	milk_carton	(0,217,17,37)	23	1.jpg
1	oil_bottle	(1,160,21,43)	24	1.jpg
1	saltshaker	(15,159,38,54)	26	1.jpg
1	spoon	(28,172,17,31)	27	1.jpg
2	table	(0,112,101,142)	29	2.jpg
2	stove	(103,112,154,123)	30	2.jpg
2	pan	(185,120,72,67)	13	2.jpg
2	shell_egg	(44,228,22,24)	7	2.jpg
2	shell_egg	(45,213,23,22)	7	2.jpg
2	frying_pan	(100,89,83,103)	14	2.jpg
2	bowl	(58,124,43,42)	17	2.jpg
2	cutting_board	(16,114,55,63)	19	2.jpg
2	knife	(20,109,52,66)	22	2.jpg
2	milk_carton	(0,217,17,37)	23	2.jpg
2	oil_bottle	(1,160,21,43)	24	2.jpg
2	saltshaker	(15,159,38,54)	26	2.jpg
2	spoon	(28,172,17,31)	27	2.jpg
3	table	(0,112,101,142)	29	3.jpg
3	stove	(103,112,154,123)	30	3.jpg
3	pan	(185,120,72,67)	13	3.jpg
3	shell_egg	(44,228,22,24)	7	3.jpg
3	shell_egg	(45,213,23,22)	7	3.jpg
3	frying_pan	(100,89,83,103)	14	3.jpg
3	bowl	(58,124,43,42)	17	3.jpg
3	cutting_board	(16,114,55,63)	19	3.jpg
3	knife	(20,109,52,66)	22	3.jpg
3	milk_carton	(0,217,17,37)	23	3.jpg
3	oil_bottle	(1,160,21,43)	24	3.jpg
3	saltshaker	(15,159,38,54)	26	3.jpg
3	spoon	(28,172,17,31)	27	3.jpg
4	table	(0,112,101,142)	29	4.jpg
4	stove	(103,112,154,123)	30	4.jpg
4	pan	(185,120,72,67)	13	4.jpg
4	shell_egg	(44,228,22,24)	7	4.jpg
4	shell_egg	(45,213,23,22)	7	4.jpg
4	frying_pan	(100,89,83,103)	14	4.jpg
4	bowl	(58,124,43,42)	17	4.jpg
4	cutting_board	(16,114,55,63)	19	4.jpg
4	knife	(20,109,52,66)	22	4.jpg
4	milk_carton	(0,217,17,37)	23	4.jpg
4	oil_bottle	(1,160,21,43)	24	4.jpg
4	saltshaker	(15,159,38,54)	26	4.jpg
4	spoon	(28,172,17,31)	27	4.jpg
5	table	(0,112,101,142)	29	5.jpg
5	stove	(103,112,154,123)	30	5.jpg
5	pan	(185,120,72,67)	13	5.jpg
5	shell_egg	(44,228,22,24)	7	5.jpg
5	shell_egg	(45,213,23,22)	7	5.jpg
5	frying_pan	(100,89,83,103)	14	5.jpg
5	bowl	(58,124,43,42)	17	5.jpg
5	cutting_board	(16,114,55,63)	19	5.jpg
5	knife	(20,109,52,66)	22	5.jpg
5	milk_carton	(0,217,17,37)	23	5.jpg
5	oil_bottle	(1,160,21,43)	24	5.jpg
5	saltshaker	(15,159,38,54)	26	5.jpg
5	spoon	(28,172,17,31)	27	5.jpg
6	table	(0,112,101,142)	29	6.jpg
6	stove	(103,112,154,123)	30	6.jpg
6	pan	(185,120,72,67)	13	6.jpg
6	shell_egg	(44,228,22,24)	7	6.jpg
6	shell_egg	(45,213,23,22)	7	6.jpg
6	frying_pan	(100,89,83,103)	14	6.jpg
6	bowl	(58,124,43,42)	17	6.jpg
6	cutting_board	(16,114,55,63)	19	6.jpg
6	knife	(20,109,52,66)	22	6.jpg
6	milk_carton	(0,217,17,37)	23	6.jpg
6	oil_bottle	(1,160,21,43)	24	6.jpg
6	saltshaker	(15,159,38,54)	26	6.jpg
6	spoon	(28,172,17,31)	27	6.jpg
7	table	(0,112,101,142)	29	7.jpg
7	stove	(103,112,154,123)	30	7.jpg
7	pan	(185,120,72,67)	13	7.jpg
7	shell_egg	(44,228,22,24)	7	7.jpg
7	shell_egg	(45,213,23,22)	7	7.jpg
7	frying_pan	(100,89,83,103)	14	7.jpg
7	bowl	(58,124,43,42)	17	7.jpg
7	cutting_board	(16,114,55,63)	19	7.jpg
7	knife	(20,109,52,66)	22	7.jpg
7	milk_carton	(0,217,17,37)	23	7.jpg
7	oil_bottle	(1,160,21,43)	24	7.jpg
7	saltshaker	(15,159,38,54)	26	7.jpg
