Frame:	Label:	Points:	Bounding Box ID:	Frame path: data1/ham-egg/
0	knife	(31,105,27,72)	22	0.jpg
0	ham	(61,176,31,29)	12	0.jpg
0	cutting_board	(9,114,55,63)	19	0.jpg
0	oil_bottle	(0,149,31,51)	24	0.jpg
0	frying_pan	(98,88,83,101)	14	0.jpg
0	shell_egg	(60,209,17,19)	7	0.jpg
0	saltshaker	(14,159,40,53)	26	0.jpg
0	spoon	(26,169,23,33)	27	0.jpg
0	glass	(0,189,26,34)	21	0.jpg
0	pan_lid	(83,222,135,35)	16	0.jpg
0	bowl	(60,108,42,41)	17	0.jpg
0	table	(0,112,100,142)	29	0.jpg
0	stove	(101,111,155,123)	30	0.jpg
1	bowl	(60,108,42,41)	17	1.jpg
1	table	(0,112,100,142)	29	1.jpg
1	stove	(101,111,155,123)	30	1.jpg
1	knife	(31,105,27,72)	22	1.jpg
1	ham	(61,176,31,29)	12	1.jpg
1	cutting_board	(9,114,55,63)	19	1.jpg
1	oil_bottle	(0,149,31,51)	24	1.jpg
1	frying_pan	(98,88,83,101)	14	1.jpg
1	shell_egg	(60,209,17,19)	7	1.jpg
1	saltshaker	(14,159,40,53)	26	1.jpg
1	spoon	(26,169,23,33)	27	1.jpg
1	glass	(0,189,26,34)	21	1.jpg
1	pan_lid	(83,222,135,35)	16	1.jpg
2	bowl	(60,108,42,41)	17	2.jpg
2	table	(0,112,100,142)	29	2.jpg
2	stove	(101,111,155,123)	30	2.jpg
2	knife	(31,105,27,72)	22	2.jpg
2	ham	(61,176,31,29)	12	2.jpg
2	cutting_board	(9,114,55,63)	19	2.jpg
2	oil_bottle	(0,149,31,51)	24	2.jpg
2	frying_pan	(98,88,83,101)	14	2.jpg
2	shell_egg	(60,209,17,19)	7	2.jpg
2	saltshaker	(14,159,40,53)	26	2.jpg
2	spoon	(26,169,23,33)	27	2.jpg
2	glass	(0,189,26,34)	21	2.jpg
2	pan_lid	(83,222,135,35)	16	2.jpg
3	bowl	(60,108,42,41)	17	3.jpg
3	table	(0,112,100,142)	29	3.jpg
3	stove	(101,111,155,123)	30	3.jpg
3	knife	(31,105,27,72)	22	3.jpg
3	ham	(61,176,31,29)	12	3.jpg
3	cutting_board	(9,114,55,63)	19	3.jpg
3	oil_bottle	(0,149,31,51)	24	3.jpg
3	frying_pan	(98,88,83,101)	14	3.jpg
3	shell_egg	(60,209,17,19)	7	3.jpg
3	saltshaker	(14,159,40,53)	26	3.jpg
3	spoon	(26,169,23,33)	27	3.jpg
3	glass	(0,189,26,34)	21	3.jpg
3	pan_lid	(83,222,135,35)	16	3.jpg
4	bowl	(60,108,42,41)	17	4.jpg
4	table	(0,112,100,142)	29	4.jpg
4	stove	(101,111,155,123)	30	4.jpg
4	knife	(31,105,27,72)	22	4.jpg
4	ham	(61,176,31,29)	12	4.jpg
4	cutting_board	(9,114,55,63)	19	4.jpg
4	oil_bottle	(0,149,31,51)	24	4.jpg
4	frying_pan	(98,88,83,101)	14	4.jpg
4	shell_egg	(60,209,17,19)	7	4.jpg
4	saltshaker	(14,159,40,53)	26	4.jpg
4	spoon	(26,169,23,33)	27	4.jpg
4	glass	(0,189,26,34)	21	4.jpg
4	pan_lid	(83,222,135,35)	16	4.jpg
5	bowl	(60,108,42,41)	17	5.jpg
5	table	(0,112,100,142)	29	5.jpg
5	stove	(101,111,155,123)	30	5.jpg
5	knife	(31,105,27,72)	22	5.jpg
5	ham	(61,176,31,29)	12	5.jpg
5	cutting_board	(9,114,55,63)	19	5.jpg
5	oil_bottle	(0,149,31,51)	24	5.jpg
5	frying_pan	(98,88,83,101)	14	5.jpg
5	shell_egg	(60,209,17,19)	7	5.jpg
5	saltshaker	(14,159,40,53)	26	5.jpg
5	spoon	(26,169,23,33)	27	5.jpg
5	glass	(0,189,26,34)	21	5.jpg
5	pan_lid	(83,222,135,35)	16	5.jpg
6	bowl	(60,108,42,41)	17	6.jpg
6	table	(0,112,100,142)	29	6.jpg
6	stove	(101,111,155,123)	30	6.jpg
6	knife	(31,105,27,72)	22	6.jpg
6	ham	(61,176,31,29)	12	6.jpg
6	cutting_board	(9,114,55,63)	19	6.jpg
6	oil_bottle	(0,149,31,51)	24	6.jpg
6	frying_pan	(98,88,83,101)	14	6.jpg
6	shell_egg	(60,209,17,19)	7	6.jpg
6	saltshaker	(14,159,40,53)	26	6.jpg
6	spoon	(26,169,23,33)	27	6.jpg
6	glass	(0,189,26,34)	21	6.jpg
6	pan_lid	(83,222,135,35)	16	6.jpg
7	bowl	(60,108,42,41)	17	7.jpg
7	table	(0,112,100,142)	29	7.jpg
7	stove	(101,111,155,123)	30	7.jpg
7	knife	(31,105,27,72)	22	7.jpg
7	ham	(61,176,31,29)	12	7.jpg
7	cutting_board	(9,114,55,63)	19	7.jpg
7	oil_bottle	(0,149,31,51)	24	7.jpg
7	frying_pan	(98,88,83,101)	14	7.jpg
7	shell_egg	(60,209,17,19)	7	7.jpg
7	saltshaker	(14,159,40,53)	26	7.jpg
7	spoon	(26,169,23,33)	27	7.jpg
7	glass	(0,189,26,34)	21	7.jpg
7	pan_lid	(83,222,135,35)	16	7.jpg
8	bowl	(60,108,42,41)	17	8.jpg
8	table	(0,112,100,142)	29	8.jpg
8	stove	(101,111,155,123)	30	8.jpg
8	knife	(31,105,27,72)	22	8.jpg
8	ham	(61,176,31,29)	12	8.jpg
8	cutting_board	(9,114,55,63)	19	8.jpg
8	oil_bottle	(0,149,31,51)	24	8.jpg
8	frying_pan	(98,88,83,101)	14	8.jpg
8	shell_egg	(60,209,17,19)	7	8.jpg
8	saltshaker	(14,159,40,53)	26	8.jpg
8	spoon	(26,169,23,33)	27	8.jpg
8	glass	(0,189,26,34)	21	8.jpg
8	pan_lid	(83,222,135,35)	16	8.jpg
9	bowl	(60,108,42,41)	17	9.jpg
9	table	(0,112,100,142)	29	9.jpg
