Frame:	Label:	Points:	Bounding Box ID:	Frame path: data7/kinshi-egg/
0	shell_egg	(13,213,24,25)	7	0.jpg
0	frying_pan	(100,88,82,101)	14	0.jpg
0	bowl	(52,114,44,44)	17	0.jpg
0	cutting_board	(13,112,57,60)	19	0.jpg
0	knife	(32,105,28,69)	22	0.jpg
0	oil_bottle	(0,156,21,44)	24	0.jpg
1	shell_egg	(13,213,24,25)	7	1.jpg
1	frying_pan	(100,88,82,101)	14	1.jpg
1	bowl	(52,114,44,44)	17	1.jpg
1	cutting_board	(13,112,57,60)	19	1.jpg
1	knife	(32,105,28,69)	22	1.jpg
1	oil_bottle	(0,156,21,44)	24	1.jpg
2	shell_egg	(13,213,24,25)	7	2.jpg
2	frying_pan	(100,88,82,101)	14	2.jpg
2	bowl	(52,114,44,44)	17	2.jpg
2	cutting_board	(13,112,57,60)	19	2.jpg
2	knife	(32,105,28,69)	22	2.jpg
2	oil_bottle	(0,156,21,44)	24	2.jpg
3	shell_egg	(13,213,24,25)	7	3.jpg
3	frying_pan	(100,88,82,101)	14	3.jpg
3	bowl	(52,114,44,44)	17	3.jpg
3	cutting_board	(13,112,57,60)	19	3.jpg
3	knife	(32,105,28,69)	22	3.jpg
3	oil_bottle	(0,156,21,44)	24	3.jpg
4	shell_egg	(13,213,24,25)	7	4.jpg
4	frying_pan	(100,88,82,101)	14	4.jpg
4	bowl	(52,114,44,44)	17	4.jpg
4	cutting_board	(13,112,57,60)	19	4.jpg
4	knife	(32,105,28,69)	22	4.jpg
4	oil_bottle	(0,156,21,44)	24	4.jpg
5	shell_egg	(13,213,24,25)	7	5.jpg
5	frying_pan	(100,88,82,101)	14	5.jpg
5	bowl	(52,114,44,44)	17	5.jpg
5	cutting_board	(13,112,57,60)	19	5.jpg
5	knife	(32,105,28,69)	22	5.jpg
5	oil_bottle	(0,156,21,44)	24	5.jpg
6	shell_egg	(13,213,24,25)	7	6.jpg
6	frying_pan	(100,88,82,101)	14	6.jpg
6	bowl	(52,114,44,44)	17	6.jpg
6	cutting_board	(13,112,57,60)	19	6.jpg
6	knife	(32,105,28,69)	22	6.jpg
6	oil_bottle	(0,156,21,44)	24	6.jpg
7	shell_egg	(13,213,24,25)	7	7.jpg
7	frying_pan	(100,88,82,101)	14	7.jpg
7	bowl	(52,114,44,44)	17	7.jpg
7	cutting_board	(13,112,57,60)	19	7.jpg
7	knife	(32,105,28,69)	22	7.jpg
7	oil_bottle	(0,156,21,44)	24	7.jpg
8	shell_egg	(13,213,24,25)	7	8.jpg
8	frying_pan	(100,88,82,101)	14	8.jpg
8	bowl	(52,114,44,44)	17	8.jpg
8	cutting_board	(13,112,57,60)	19	8.jpg
8	knife	(32,105,28,69)	22	8.jpg
8	oil_bottle	(0,156,21,44)	24	8.jpg
9	shell_egg	(13,213,24,25)	7	9.jpg
9	frying_pan	(100,88,82,101)	14	9.jpg
9	bowl	(52,114,44,44)	17	9.jpg
9	cutting_board	(13,112,57,60)	19	9.jpg
9	knife	(32,105,28,69)	22	9.jpg
9	oil_bottle	(0,156,21,44)	24	9.jpg
10	shell_egg	(13,213,24,25)	7	10.jpg
10	frying_pan	(100,88,82,101)	14	10.jpg
10	bowl	(52,114,44,44)	17	10.jpg
10	cutting_board	(13,112,57,60)	19	10.jpg
10	knife	(32,105,28,69)	22	10.jpg
10	oil_bottle	(0,156,21,44)	24	10.jpg
11	shell_egg	(13,213,24,25)	7	11.jpg
11	frying_pan	(100,88,82,101)	14	11.jpg
11	bowl	(52,114,44,44)	17	11.jpg
11	cutting_board	(13,112,57,60)	19	11.jpg
11	knife	(32,105,28,69)	22	11.jpg
11	oil_bottle	(0,156,21,44)	24	11.jpg
12	shell_egg	(13,213,24,25)	7	12.jpg
12	frying_pan	(100,88,82,101)	14	12.jpg
12	bowl	(52,114,44,44)	17	12.jpg
12	cutting_board	(13,112,57,60)	19	12.jpg
12	knife	(32,105,28,69)	22	12.jpg
12	oil_bottle	(0,156,21,44)	24	12.jpg
13	shell_egg	(13,213,24,25)	7	13.jpg
13	frying_pan	(100,88,82,101)	14	13.jpg
13	bowl	(52,114,44,44)	17	13.jpg
13	cutting_board	(13,112,57,60)	19	13.jpg
13	knife	(32,105,28,69)	22	13.jpg
13	oil_bottle	(0,156,21,44)	24	13.jpg
14	shell_egg	(13,213,24,25)	7	14.jpg
14	frying_pan	(100,88,82,101)	14	14.jpg
14	bowl	(52,114,44,44)	17	14.jpg
14	cutting_board	(13,112,57,60)	19	14.jpg
14	knife	(32,105,28,69)	22	14.jpg
14	oil_bottle	(0,156,21,44)	24	14.jpg
15	shell_egg	(13,213,24,25)	7	15.jpg
15	frying_pan	(100,88,82,101)	14	15.jpg
15	bowl	(52,114,44,44)	17	15.jpg
15	cutting_board	(13,112,57,60)	19	15.jpg
15	knife	(32,105,28,69)	22	15.jpg
15	oil_bottle	(0,156,21,44)	24	15.jpg
16	shell_egg	(13,213,24,25)	7	16.jpg
16	frying_pan	(100,88,82,101)	14	16.jpg
16	bowl	(52,114,44,44)	17	16.jpg
16	cutting_board	(13,112,57,60)	19	16.jpg
16	knife	(32,105,28,69)	22	16.jpg
16	oil_bottle	(0,156,21,44)	24	16.jpg
17	shell_egg	(13,213,24,25)	7	17.jpg
17	frying_pan	(100,88,82,101)	14	17.jpg
17	bowl	(52,114,44,44)	17	17.jpg
17	cutting_board	(13,112,57,60)	19	17.jpg
17	knife	(32,105,28,69)	22	17.jpg
17	oil_bottle	(0,156,21,44)	24	17.jpg
18	shell_egg	(13,213,24,25)	7	18.jpg
18	frying_pan	(100,88,82,101)	14	18.jpg
18	bowl	(52,114,44,44)	17	18.jpg
18	cutting_board	(13,112,57,60)	19	18.jpg
18	knife	(32,105,28,69)	22	18.jpg
18	oil_bottle	(0,156,21,44)	24	18.jpg
19	shell_egg	(13,213,24,25)	7	19.jpg
19	frying_pan	(100,88,82,101)	14	19.jpg
19	bowl	(52,114,44,44)	17	19.jpg
19	cutting_board	(13,112,57,60)	19	19.jpg
19	knife	(32,105,28,69)	22	19.jpg
19	oil_bottle	(0,156,21,44)	24	19.jpg
20	shell_egg	(13,213,24,25)	7	20.jpg
20	frying_pan	(100,88,82,101)	14	20.jpg
20	bowl	(52,114,44,44)	17	20.jpg
20	cutting_board	(13,112,57,60)	19	20.jpg
20	knife	(32,105,28,69)	22	20.jpg
20	oil_bottle	(0,156,21,44)	24	20.jpg
21	shell_egg	(13,213,24,25)	7	21.jpg
21	frying_pan	(100,88,82,101)	14	21.jpg
21	bowl	(52,114,44,44)	17	21.jpg
21	cutting_board	(13,112,57,60)	19	21.jpg
21	knife	(32,105,28,69)	22	21.jpg
21	oil_bottle	(0,156,21,44)	24	21.jpg
22	shell_egg	(13,213,24,25)	7	22.jpg
22	frying_pan	(100,88,82,101)	14	22.jpg
22	bowl	(52,114,44,44)	17	22.jpg
22	cutting_board	(13,112,57,60)	19	22.jpg
22	knife	(32,105,28,69)	22	22.jpg
22	oil_bottle	(0,156,21,44)	24	22.jpg
23	shell_egg	(13,213,24,25)	7	23.jpg
23	frying_pan	(100,88,82,101)	14	23.jpg
23	bowl	(52,114,44,44)	17	23.jpg
23	cutting_board	(13,112,57,60)	19	23.jpg
23	knife	(32,105,28,69)	22	23.jpg
23	oil_bottle	(0,156,21,44)	24	23.jpg
24	shell_egg	(13,213,24,25)	7	24.jpg
24	frying_pan	(100,88,82,101)	14	24.jpg
24	bowl	(52,114,44,44)	17	24.jpg
24	cutting_board	(13,112,57,60)	19	24.jpg
24	knife	(32,105,28,69)	22	24.jpg
24	oil_bottle	(0,156,21,44)	24	24.jpg
25	shell_egg	(13,213,24,25)	7	25.jpg
25	frying_pan	(100,88,82,101)	14	25.jpg
25	bowl	(52,114,44,44)	17	25.jpg
25	cutting_board	(13,112,57,60)	19	25.jpg
25	knife	(32,105,28,69)	22	25.jpg
25	oil_bottle	(0,156,21,44)	24	25.jpg
26	shell_egg	(13,213,24,25)	7	26.jpg
26	frying_pan	(100,88,82,101)	14	26.jpg
26	bowl	(52,114,44,44)	17	26.jpg
26	cutting_board	(13,112,57,60)	19	26.jpg
26	knife	(32,105,28,69)	22	26.jpg
26	oil_bottle	(0,156,21,44)	24	26.jpg
27	shell_egg	(13,213,24,25)	7	27.jpg
27	frying_pan	(100,88,82,101)	14	27.jpg
27	bowl	(52,114,44,44)	17	27.jpg
27	cutting_board	(13,112,57,60)	19	27.jpg
27	knife	(32,105,28,69)	22	27.jpg
27	oil_bottle	(0,156,21,44)	24	27.jpg
28	shell_egg	(13,213,24,25)	7	28.jpg
28	frying_pan	(100,88,82,101)	14	28.jpg
28	bowl	(52,114,44,44)	17	28.jpg
28	cutting_board	(13,112,57,60)	19	28.jpg
28	knife	(32,105,28,69)	22	28.jpg
28	oil_bottle	(0,156,21,44)	24	28.jpg
29	shell_egg	(13,213,24,25)	7	29.jpg
29	frying_pan	(100,88,82,101)	14	29.jpg
29	bowl	(52,114,44,44)	17	29.jpg
29	cutting_board	(13,112,57,60)	19	29.jpg
29	knife	(32,105,28,69)	22	29.jpg
29	oil_bottle	(0,156,21,44)	24	29.jpg
30	shell_egg	(13,213,24,25)	7	30.jpg
30	frying_pan	(100,88,82,101)	14	30.jpg
30	bowl	(52,114,44,44)	17	30.jpg
30	cutting_board	(13,112,57,60)	19	30.jpg
30	knife	(32,105,28,69)	22	30.jpg
30	oil_bottle	(0,156,21,44)	24	30.jpg
31	shell_egg	(13,213,24,25)	7	31.jpg
31	frying_pan	(100,88,82,101)	14	31.jpg
31	bowl	(52,114,44,44)	17	31.jpg
31	cutting_board	(13,112,57,60)	19	31.jpg
31	knife	(32,105,28,69)	22	31.jpg
31	oil_bottle	(0,156,21,44)	24	31.jpg
32	shell_egg	(13,213,24,25)	7	32.jpg
32	frying_pan	(100,88,82,101)	14	32.jpg
32	bowl	(52,114,44,44)	17	32.jpg
32	cutting_board	(13,112,57,60)	19	32.jpg
32	knife	(32,105,28,69)	22	32.jpg
32	oil_bottle	(0,156,21,44)	24	32.jpg
33	shell_egg	(13,213,24,25)	7	33.jpg
33	frying_pan	(100,88,82,101)	14	33.jpg
33	bowl	(52,114,44,44)	17	33.jpg
33	cutting_board	(13,112,57,60)	19	33.jpg
33	knife	(32,105,28,69)	22	33.jpg
33	oil_bottle	(0,156,21,44)	24	33.jpg
34	shell_egg	(13,213,24,25)	7	34.jpg
34	frying_pan	(100,88,82,101)	14	34.jpg
34	bowl	(52,114,44,44)	17	34.jpg
34	cutting_board	(13,112,57,60)	19	34.jpg
34	knife	(32,105,28,69)	22	34.jpg
34	oil_bottle	(0,156,21,44)	24	34.jpg
35	shell_egg	(13,213,24,25)	7	35.jpg
35	frying_pan	(100,88,82,101)	14	35.jpg
35	bowl	(52,114,44,44)	17	35.jpg
35	cutting_board	(13,112,57,60)	19	35.jpg
35	knife	(32,105,28,69)	22	35.jpg
35	oil_bottle	(0,156,21,44)	24	35.jpg
36	shell_egg	(13,213,24,25)	7	36.jpg
36	frying_pan	(100,88,82,101)	14	36.jpg
36	bowl	(52,114,44,44)	17	36.jpg
36	cutting_board	(13,112,57,60)	19	36.jpg
36	knife	(32,105,28,69)	22	36.jpg
36	oil_bottle	(0,156,21,44)	24	36.jpg
37	shell_egg	(13,213,24,25)	7	37.jpg
37	frying_pan	(100,88,82,101)	14	37.jpg
37	bowl	(52,114,44,44)	17	37.jpg
37	cutting_board	(13,112,57,60)	19	37.jpg
37	knife	(32,105,28,69)	22	37.jpg
37	oil_bottle	(0,156,21,44)	24	37.jpg
38	shell_egg	(13,213,24,25)	7	38.jpg
38	frying_pan	(100,88,82,101)	14	38.jpg
38	bowl	(52,114,44,44)	17	38.jpg
38	cutting_board	(13,112,57,60)	19	38.jpg
38	knife	(32,105,28,69)	22	38.jpg
38	oil_bottle	(0,156,21,44)	24	38.jpg
39	shell_egg	(13,213,24,25)	7	39.jpg
39	frying_pan	(100,88,82,101)	14	39.jpg
39	bowl	(52,114,44,44)	17	39.jpg
39	cutting_board	(13,112,57,60)	19	39.jpg
39	knife	(32,105,28,69)	22	39.jpg
39	oil_bottle	(0,156,21,44)	24	39.jpg
40	shell_egg	(13,213,24,25)	7	40.jpg
40	frying_pan	(100,88,82,101)	14	40.jpg
40	bowl	(52,114,44,44)	17	40.jpg
40	cutting_board	(13,112,57,60)	19	40.jpg
40	knife	(32,105,28,69)	22	40.jpg
40	oil_bottle	(0,156,21,44)	24	40.jpg
41	shell_egg	(13,213,24,25)	7	41.jpg
41	frying_pan	(100,88,82,101)	14	41.jpg
41	bowl	(52,114,44,44)	17	41.jpg
41	cutting_board	(13,112,57,60)	19	41.jpg
41	knife	(32,105,28,69)	22	41.jpg
41	oil_bottle	(0,156,21,44)	24	41.jpg
42	shell_egg	(13,213,24,25)	7	42.jpg
42	frying_pan	(100,88,82,101)	14	42.jpg
42	bowl	(52,114,44,44)	17	42.jpg
42	cutting_board	(13,112,57,60)	19	42.jpg
42	knife	(32,105,28,69)	22	42.jpg
42	oil_bottle	(0,156,21,44)	24	42.jpg
43	shell_egg	(13,213,24,25)	7	43.jpg
43	frying_pan	(100,88,82,101)	14	43.jpg
43	bowl	(52,114,44,44)	17	43.jpg
43	cutting_board	(13,112,57,60)	19	43.jpg
43	knife	(32,105,28,69)	22	43.jpg
43	oil_bottle	(0,156,21,44)	24	43.jpg
44	shell_egg	(13,213,24,25)	7	44.jpg
44	frying_pan	(100,88,82,101)	14	44.jpg
44	bowl	(52,114,44,44)	17	44.jpg
44	cutting_board	(13,112,57,60)	19	44.jpg
44	knife	(32,105,28,69)	22	44.jpg
44	oil_bottle	(0,156,21,44)	24	44.jpg
45	shell_egg	(13,213,24,25)	7	45.jpg
45	frying_pan	(100,88,82,101)	14	45.jpg
45	bowl	(52,114,44,44)	17	45.jpg
45	cutting_board	(13,112,57,60)	19	45.jpg
45	knife	(32,105,28,69)	22	45.jpg
45	oil_bottle	(0,156,21,44)	24	45.jpg
46	shell_egg	(13,213,24,25)	7	46.jpg
46	frying_pan	(100,88,82,101)	14	46.jpg
46	bowl	(52,114,44,44)	17	46.jpg
46	cutting_board	(13,112,57,60)	19	46.jpg
46	knife	(32,105,28,69)	22	46.jpg
46	oil_bottle	(0,156,21,44)	24	46.jpg
47	shell_egg	(13,213,24,25)	7	47.jpg
47	frying_pan	(100,88,82,101)	14	47.jpg
47	bowl	(52,114,44,44)	17	47.jpg
47	cutting_board	(13,112,57,60)	19	47.jpg
47	knife	(32,105,28,69)	22	47.jpg
47	oil_bottle	(0,156,21,44)	24	47.jpg
48	shell_egg	(13,213,24,25)	7	48.jpg
48	frying_pan	(100,88,82,101)	14	48.jpg
48	bowl	(52,114,44,44)	17	48.jpg
48	cutting_board	(13,112,57,60)	19	48.jpg
48	knife	(32,105,28,69)	22	48.jpg
48	oil_bottle	(0,156,21,44)	24	48.jpg
49	shell_egg	(13,213,24,25)	7	49.jpg
49	frying_pan	(100,88,82,101)	14	49.jpg
49	bowl	(52,114,44,44)	17	49.jpg
49	cutting_board	(13,112,57,60)	19	49.jpg
49	knife	(32,105,28,69)	22	49.jpg
49	oil_bottle	(0,156,21,44)	24	49.jpg
50	shell_egg	(13,213,24,25)	7	50.jpg
50	frying_pan	(100,88,82,101)	14	50.jpg
50	bowl	(52,114,44,44)	17	50.jpg
50	cutting_board	(13,112,57,60)	19	50.jpg
50	knife	(32,105,28,69)	22	50.jpg
50	oil_bottle	(0,156,21,44)	24	50.jpg
51	shell_egg	(13,213,24,25)	7	51.jpg
51	frying_pan	(100,88,82,101)	14	51.jpg
51	bowl	(52,114,44,44)	17	51.jpg
51	cutting_board	(13,112,57,60)	19	51.jpg
51	knife	(32,105,28,69)	22	51.jpg
51	oil_bottle	(0,156,21,44)	24	51.jpg
52	shell_egg	(13,213,24,25)	7	52.jpg
52	frying_pan	(100,88,82,101)	14	52.jpg
52	bowl	(52,114,44,44)	17	52.jpg
52	cutting_board	(13,112,57,60)	19	52.jpg
52	knife	(32,105,28,69)	22	52.jpg
52	oil_bottle	(0,156,21,44)	24	52.jpg
53	shell_egg	(13,213,24,25)	7	53.jpg
53	frying_pan	(100,88,82,101)	14	53.jpg
53	bowl	(52,114,44,44)	17	53.jpg
53	cutting_board	(13,112,57,60)	19	53.jpg
53	knife	(32,105,28,69)	22	53.jpg
53	oil_bottle	(0,156,21,44)	24	53.jpg
54	shell_egg	(13,213,24,25)	7	54.jpg
54	frying_pan	(100,88,82,101)	14	54.jpg
54	bowl	(52,114,44,44)	17	54.jpg
54	cutting_board	(13,112,57,60)	19	54.jpg
54	knife	(32,105,28,69)	22	54.jpg
54	oil_bottle	(0,156,21,44)	24	54.jpg
55	shell_egg	(13,213,24,25)	7	55.jpg
55	frying_pan	(100,88,82,101)	14	55.jpg
55	bowl	(52,114,44,44)	17	55.jpg
55	cutting_board	(13,112,57,60)	19	55.jpg
55	knife	(32,105,28,69)	22	55.jpg
55	oil_bottle	(0,156,21,44)	24	55.jpg
56	shell_egg	(13,213,24,25)	7	56.jpg
56	frying_pan	(100,88,82,101)	14	56.jpg
56	bowl	(52,114,44,44)	17	56.jpg
56	cutting_board	(13,112,57,60)	19	56.jpg
56	knife	(32,105,28,69)	22	56.jpg
56	oil_bottle	(0,156,21,44)	24	56.jpg
57	shell_egg	(13,213,24,25)	7	57.jpg
57	frying_pan	(100,88,82,101)	14	57.jpg
57	bowl	(52,114,44,44)	17	57.jpg
57	cutting_board	(13,112,57,60)	19	57.jpg
57	knife	(32,105,28,69)	22	57.jpg
57	oil_bottle	(0,156,21,44)	24	57.jpg
58	shell_egg	(13,213,24,25)	7	58.jpg
58	frying_pan	(100,88,82,101)	14	58.jpg
58	bowl	(52,114,44,44)	17	58.jpg
58	cutting_board	(13,112,57,60)	19	58.jpg
58	knife	(32,105,28,69)	22	58.jpg
58	oil_bottle	(0,156,21,44)	24	58.jpg
59	shell_egg	(13,213,24,25)	7	59.jpg
59	frying_pan	(100,88,82,101)	14	59.jpg
59	bowl	(52,114,44,44)	17	59.jpg
59	cutting_board	(13,112,57,60)	19	59.jpg
59	knife	(32,105,28,69)	22	59.jpg
59	oil_bottle	(0,156,21,44)	24	59.jpg
60	shell_egg	(13,213,24,25)	7	60.jpg
60	frying_pan	(100,88,82,101)	14	60.jpg
60	bowl	(52,114,44,44)	17	60.jpg
60	cutting_board	(13,112,57,60)	19	60.jpg
60	knife	(32,105,28,69)	22	60.jpg
60	oil_bottle	(0,156,21,44)	24	60.jpg
61	shell_egg	(13,213,24,25)	7	61.jpg
61	frying_pan	(100,88,82,101)	14	61.jpg
61	bowl	(52,114,44,44)	17	61.jpg
61	cutting_board	(13,112,57,60)	19	61.jpg
61	knife	(32,105,28,69)	22	61.jpg
61	oil_bottle	(0,156,21,44)	24	61.jpg
62	shell_egg	(13,213,24,25)	7	62.jpg
62	frying_pan	(100,88,82,101)	14	62.jpg
62	bowl	(52,114,44,44)	17	62.jpg
62	cutting_board	(13,112,57,60)	19	62.jpg
62	knife	(32,105,28,69)	22	62.jpg
62	oil_bottle	(0,156,21,44)	24	62.jpg
63	shell_egg	(13,213,24,25)	7	63.jpg
63	frying_pan	(100,88,82,101)	14	63.jpg
63	bowl	(52,114,44,44)	17	63.jpg
63	cutting_board	(13,112,57,60)	19	63.jpg
63	knife	(32,105,28,69)	22	63.jpg
63	oil_bottle	(0,156,21,44)	24	63.jpg
64	shell_egg	(13,213,24,25)	7	64.jpg
64	frying_pan	(100,88,82,101)	14	64.jpg
64	bowl	(52,114,44,44)	17	64.jpg
64	cutting_board	(13,112,57,60)	19	64.jpg
64	knife	(32,105,28,69)	22	64.jpg
64	oil_bottle	(0,156,21,44)	24	64.jpg
65	shell_egg	(13,213,24,25)	7	65.jpg
65	frying_pan	(100,88,82,101)	14	65.jpg
65	bowl	(52,114,44,44)	17	65.jpg
65	cutting_board	(13,112,57,60)	19	65.jpg
65	knife	(32,105,28,69)	22	65.jpg
65	oil_bottle	(0,156,21,44)	24	65.jpg
66	shell_egg	(13,213,24,25)	7	66.jpg
66	frying_pan	(100,88,82,101)	14	66.jpg
66	bowl	(52,114,44,44)	17	66.jpg
66	cutting_board	(13,112,57,60)	19	66.jpg
66	knife	(32,105,28,69)	22	66.jpg
66	oil_bottle	(0,156,21,44)	24	66.jpg
