Frame:	Label:	Points:	Bounding Box ID:	Frame path: data1/kinshi-egg/
0	table	(0,112,101,142)	29	0.jpg
0	stove	(103,112,154,123)	30	0.jpg
0	shell_egg	(42,208,23,23)	7	0.jpg
0	bowl	(54,112,47,40)	17	0.jpg
0	frying_pan	(100,87,81,107)	14	0.jpg
0	knife	(27,102,30,67)	22	0.jpg
0	cutting_board	(6,111,58,61)	19	0.jpg
1	table	(0,112,101,142)	29	1.jpg
1	stove	(103,112,154,123)	30	1.jpg
1	shell_egg	(42,208,23,23)	7	1.jpg
1	bowl	(54,112,47,40)	17	1.jpg
1	frying_pan	(100,87,81,107)	14	1.jpg
1	knife	(27,102,30,67)	22	1.jpg
1	cutting_board	(6,111,58,61)	19	1.jpg
2	table	(0,112,101,142)	29	2.jpg
2	stove	(103,112,154,123)	30	2.jpg
2	shell_egg	(42,208,23,23)	7	2.jpg
2	bowl	(54,112,47,40)	17	2.jpg
2	frying_pan	(100,87,81,107)	14	2.jpg
2	knife	(27,102,30,67)	22	2.jpg
2	cutting_board	(6,111,58,61)	19	2.jpg
3	table	(0,112,101,142)	29	3.jpg
3	stove	(103,112,154,123)	30	3.jpg
3	shell_egg	(42,208,23,23)	7	3.jpg
3	bowl	(54,112,47,40)	17	3.jpg
3	frying_pan	(100,87,81,107)	14	3.jpg
3	knife	(27,102,30,67)	22	3.jpg
3	cutting_board	(6,111,58,61)	19	3.jpg
4	table	(0,112,101,142)	29	4.jpg
4	stove	(103,112,154,123)	30	4.jpg
4	shell_egg	(42,208,23,23)	7	4.jpg
4	bowl	(54,112,47,40)	17	4.jpg
4	frying_pan	(100,87,81,107)	14	4.jpg
4	knife	(27,102,30,67)	22	4.jpg
4	cutting_board	(6,111,58,61)	19	4.jpg
5	table	(0,112,101,142)	29	5.jpg
5	stove	(103,112,154,123)	30	5.jpg
5	shell_egg	(42,208,23,23)	7	5.jpg
5	bowl	(54,112,47,40)	17	5.jpg
5	frying_pan	(100,87,81,107)	14	5.jpg
5	knife	(27,102,30,67)	22	5.jpg
5	cutting_board	(6,111,58,61)	19	5.jpg
6	table	(0,112,101,142)	29	6.jpg
6	stove	(103,112,154,123)	30	6.jpg
6	shell_egg	(42,208,23,23)	7	6.jpg
6	bowl	(54,112,47,40)	17	6.jpg
6	frying_pan	(100,87,81,107)	14	6.jpg
6	knife	(27,102,30,67)	22	6.jpg
6	cutting_board	(6,111,58,61)	19	6.jpg
7	table	(0,112,101,142)	29	7.jpg
7	stove	(103,112,154,123)	30	7.jpg
7	shell_egg	(42,208,23,23)	7	7.jpg
7	bowl	(54,112,47,40)	17	7.jpg
7	frying_pan	(100,87,81,107)	14	7.jpg
7	knife	(27,102,30,67)	22	7.jpg
7	cutting_board	(6,111,58,61)	19	7.jpg
8	table	(0,112,101,142)	29	8.jpg
8	stove	(103,112,154,123)	30	8.jpg
8	shell_egg	(42,208,23,23)	7	8.jpg
8	bowl	(54,112,47,40)	17	8.jpg
8	frying_pan	(100,87,81,107)	14	8.jpg
8	knife	(27,102,30,67)	22	8.jpg
8	cutting_board	(6,111,58,61)	19	8.jpg
9	table	(0,112,101,142)	29	9.jpg
9	stove	(103,112,154,123)	30	9.jpg
9	shell_egg	(42,208,23,23)	7	9.jpg
9	bowl	(54,112,47,40)	17	9.jpg
9	frying_pan	(100,87,81,107)	14	9.jpg
9	knife	(27,102,30,67)	22	9.jpg
9	cutting_board	(6,111,58,61)	19	9.jpg
10	table	(0,112,101,142)	29	10.jpg
10	stove	(103,112,154,123)	30	10.jpg
10	shell_egg	(42,208,23,23)	7	10.jpg
10	bowl	(54,112,47,40)	17	10.jpg
10	frying_pan	(100,87,81,107)	14	10.jpg
10	knife	(27,102,30,67)	22	10.jpg
10	cutting_board	(6,111,58,61)	19	10.jpg
11	table	(0,112,101,142)	29	11.jpg
11	stove	(103,112,154,123)	30	11.jpg
11	shell_egg	(42,208,23,23)	7	11.jpg
11	bowl	(54,112,47,40)	17	11.jpg
11	frying_pan	(100,87,81,107)	14	11.jpg
11	knife	(27,102,30,67)	22	11.jpg
11	cutting_board	(6,111,58,61)	19	11.jpg
12	table	(0,112,101,142)	29	12.jpg
12	stove	(103,112,154,123)	30	12.jpg
12	shell_egg	(42,208,23,23)	7	12.jpg
12	bowl	(54,112,47,40)	17	12.jpg
12	frying_pan	(100,87,81,107)	14	12.jpg
12	knife	(27,102,30,67)	22	12.jpg
12	cutting_board	(6,111,58,61)	19	12.jpg
13	table	(0,112,101,142)	29	13.jpg
13	stove	(103,112,154,123)	30	13.jpg
13	shell_egg	(42,208,23,23)	7	13.jpg
13	bowl	(54,112,47,40)	17	13.jpg
13	frying_pan	(100,87,81,107)	14	13.jpg
13	knife	(27,102,30,67)	22	13.jpg
13	cutting_board	(6,111,58,61)	19	13.jpg
14	table	(0,112,101,142)	29	14.jpg
14	stove	(103,112,154,123)	30	14.jpg
14	shell_egg	(42,208,23,23)	7	14.jpg
14	bowl	(54,112,47,40)	17	14.jpg
14	frying_pan	(100,87,81,107)	14	14.jpg
14	knife	(27,102,30,67)	22	14.jpg
14	cutting_board	(6,111,58,61)	19	14.jpg
