Frame:	Label:	Points:	Bounding Box ID:	Frame path: data4/boiled-egg/
0	table	(0,112,101,142)	29	0.jpg
0	stove	(103,112,154,123)	30	0.jpg
0	shell_egg	(29,225,24,22)	7	0.jpg
0	pan_handle	(133,88,28,38)	15	0.jpg
0	bowl	(49,116,48,45)	17	0.jpg
0	pan	(193,119,63,69)	13	0.jpg
1	table	(0,112,101,142)	29	1.jpg
1	stove	(103,112,154,123)	30	1.jpg
1	shell_egg	(29,225,24,22)	7	1.jpg
1	pan_handle	(133,88,28,38)	15	1.jpg
1	bowl	(49,116,48,45)	17	1.jpg
1	pan	(193,119,63,69)	13	1.jpg
2	table	(0,112,101,142)	29	2.jpg
2	stove	(103,112,154,123)	30	2.jpg
2	shell_egg	(29,225,24,22)	7	2.jpg
2	pan_handle	(133,88,28,38)	15	2.jpg
2	bowl	(49,116,48,45)	17	2.jpg
2	pan	(193,119,63,69)	13	2.jpg
3	table	(0,112,101,142)	29	3.jpg
3	stove	(103,112,154,123)	30	3.jpg
3	shell_egg	(29,225,24,22)	7	3.jpg
3	pan_handle	(133,88,28,38)	15	3.jpg
3	bowl	(49,116,48,45)	17	3.jpg
3	pan	(193,119,63,69)	13	3.jpg
4	table	(0,112,101,142)	29	4.jpg
4	stove	(103,112,154,123)	30	4.jpg
4	shell_egg	(29,225,24,22)	7	4.jpg
4	pan_handle	(133,88,28,38)	15	4.jpg
4	bowl	(49,116,48,45)	17	4.jpg
4	pan	(193,119,63,69)	13	4.jpg
5	table	(0,112,101,142)	29	5.jpg
5	stove	(103,112,154,123)	30	5.jpg
5	shell_egg	(29,225,24,22)	7	5.jpg
5	pan_handle	(133,88,28,38)	15	5.jpg
5	bowl	(49,116,48,45)	17	5.jpg
5	pan	(193,119,63,69)	13	5.jpg
6	table	(0,112,101,142)	29	6.jpg
6	stove	(103,112,154,123)	30	6.jpg
6	shell_egg	(29,225,24,22)	7	6.jpg
6	pan_handle	(133,88,28,38)	15	6.jpg
6	bowl	(49,116,48,45)	17	6.jpg
6	pan	(193,119,63,69)	13	6.jpg
7	table	(0,112,101,142)	29	7.jpg
7	stove	(103,112,154,123)	30	7.jpg
7	shell_egg	(29,225,24,22)	7	7.jpg
7	pan_handle	(133,88,28,38)	15	7.jpg
7	bowl	(49,116,48,45)	17	7.jpg
7	pan	(193,119,63,69)	13	7.jpg
8	table	(0,112,101,142)	29	8.jpg
8	stove	(103,112,154,123)	30	8.jpg
8	shell_egg	(29,225,24,22)	7	8.jpg
8	pan_handle	(133,88,28,38)	15	8.jpg
8	bowl	(49,116,48,45)	17	8.jpg
8	pan	(193,119,63,69)	13	8.jpg
9	table	(0,112,101,142)	29	9.jpg
9	stove	(103,112,154,123)	30	9.jpg
9	shell_egg	(29,225,24,22)	7	9.jpg
9	pan_handle	(133,88,28,38)	15	9.jpg
9	bowl	(49,116,48,45)	17	9.jpg
9	pan	(193,119,63,69)	13	9.jpg
10	table	(0,112,101,142)	29	10.jpg
10	stove	(103,112,154,123)	30	10.jpg
10	shell_egg	(29,225,24,22)	7	10.jpg
10	pan_handle	(133,88,28,38)	15	10.jpg
10	bowl	(49,116,48,45)	17	10.jpg
10	pan	(193,119,63,69)	13	10.jpg
11	table	(0,112,101,142)	29	11.jpg
11	stove	(103,112,154,123)	30	11.jpg
11	shell_egg	(29,225,24,22)	7	11.jpg
11	pan_handle	(133,88,28,38)	15	11.jpg
11	bowl	(49,116,48,45)	17	11.jpg
11	pan	(193,119,63,69)	13	11.jpg
12	table	(0,112,101,142)	29	12.jpg
12	stove	(103,112,154,123)	30	12.jpg
12	shell_egg	(29,225,24,22)	7	12.jpg
12	pan_handle	(133,88,28,38)	15	12.jpg
12	bowl	(49,116,48,45)	17	12.jpg
12	pan	(193,119,63,69)	13	12.jpg
13	table	(0,112,101,142)	29	13.jpg
13	stove	(103,112,154,123)	30	13.jpg
13	shell_egg	(29,225,24,22)	7	13.jpg
13	pan_handle	(133,88,28,38)	15	13.jpg
13	bowl	(49,116,48,45)	17	13.jpg
13	pan	(193,119,63,69)	13	13.jpg
14	table	(0,112,101,142)	29	14.jpg
14	stove	(103,112,154,123)	30	14.jpg
14	shell_egg	(29,225,24,22)	7	14.jpg
14	pan_handle	(133,88,28,38)	15	14.jpg
14	bowl	(49,116,48,45)	17	14.jpg
14	pan	(193,119,63,69)	13	14.jpg
15	table	(0,112,101,142)	29	15.jpg
15	stove	(103,112,154,123)	30	15.jpg
15	shell_egg	(29,225,24,22)	7	15.jpg
15	pan_handle	(133,88,28,38)	15	15.jpg
15	bowl	(49,116,48,45)	17	15.jpg
15	pan	(193,119,63,69)	13	15.jpg
16	table	(0,112,101,142)	29	16.jpg
16	stove	(103,112,154,123)	30	16.jpg
16	shell_egg	(29,225,24,22)	7	16.jpg
16	pan_handle	(133,88,28,38)	15	16.jpg
16	bowl	(49,116,48,45)	17	16.jpg
16	pan	(193,119,63,69)	13	16.jpg
17	table	(0,112,101,142)	29	17.jpg
17	stove	(103,112,154,123)	30	17.jpg
17	shell_egg	(29,225,24,22)	7	17.jpg
17	pan_handle	(133,88,28,38)	15	17.jpg
