Frame:	Label:	Points:	Bounding Box ID:	Frame path: data5/boiled-egg/
0	table	(0,112,101,142)	29	0.jpg
0	stove	(103,112,154,123)	30	0.jpg
0	frying_pan	(98,119,84,73)	14	0.jpg
0	shell_egg	(24,221,26,26)	7	0.jpg
0	pan_handle	(105,91,30,44)	15	0.jpg
0	bowl	(50,119,48,46)	17	0.jpg
0	cutting_board	(5,112,64,63)	19	0.jpg
0	knife	(9,110,57,60)	22	0.jpg
0	pan	(185,115,71,69)	13	0.jpg
1	table	(0,112,101,142)	29	1.jpg
1	stove	(103,112,154,123)	30	1.jpg
1	frying_pan	(98,119,84,73)	14	1.jpg
1	shell_egg	(24,221,26,26)	7	1.jpg
1	pan	(185,115,71,69)	13	1.jpg
1	pan_handle	(105,91,30,44)	15	1.jpg
1	bowl	(50,119,48,46)	17	1.jpg
1	cutting_board	(5,112,64,63)	19	1.jpg
1	knife	(9,110,57,60)	22	1.jpg
2	table	(0,112,101,142)	29	2.jpg
2	stove	(103,112,154,123)	30	2.jpg
2	frying_pan	(98,119,84,73)	14	2.jpg
2	shell_egg	(24,221,26,26)	7	2.jpg
2	pan	(185,115,71,69)	13	2.jpg
2	pan_handle	(105,91,30,44)	15	2.jpg
2	bowl	(50,119,48,46)	17	2.jpg
2	cutting_board	(5,112,64,63)	19	2.jpg
2	knife	(9,110,57,60)	22	2.jpg
3	table	(0,112,101,142)	29	3.jpg
3	stove	(103,112,154,123)	30	3.jpg
3	frying_pan	(98,119,84,73)	14	3.jpg
3	shell_egg	(24,221,26,26)	7	3.jpg
3	pan	(185,115,71,69)	13	3.jpg
3	pan_handle	(105,91,30,44)	15	3.jpg
3	bowl	(50,119,48,46)	17	3.jpg
3	cutting_board	(5,112,64,63)	19	3.jpg
3	knife	(9,110,57,60)	22	3.jpg
4	table	(0,112,101,142)	29	4.jpg
4	stove	(103,112,154,123)	30	4.jpg
4	frying_pan	(98,119,84,73)	14	4.jpg
4	shell_egg	(24,221,26,26)	7	4.jpg
4	pan	(185,115,71,69)	13	4.jpg
4	pan_handle	(105,91,30,44)	15	4.jpg
4	bowl	(50,119,48,46)	17	4.jpg
4	cutting_board	(5,112,64,63)	19	4.jpg
4	knife	(9,110,57,60)	22	4.jpg
5	table	(0,112,101,142)	29	5.jpg
5	stove	(103,112,154,123)	30	5.jpg
5	frying_pan	(98,119,84,73)	14	5.jpg
5	shell_egg	(24,221,26,26)	7	5.jpg
5	pan	(185,115,71,69)	13	5.jpg
5	pan_handle	(105,91,30,44)	15	5.jpg
5	bowl	(50,119,48,46)	17	5.jpg
5	cutting_board	(5,112,64,63)	19	5.jpg
5	knife	(9,110,57,60)	22	5.jpg
6	table	(0,112,101,142)	29	6.jpg
6	stove	(103,112,154,123)	30	6.jpg
6	frying_pan	(98,119,84,73)	14	6.jpg
6	shell_egg	(24,221,26,26)	7	6.jpg
6	pan	(185,115,71,69)	13	6.jpg
6	pan_handle	(105,91,30,44)	15	6.jpg
6	bowl	(50,119,48,46)	17	6.jpg
6	cutting_board	(5,112,64,63)	19	6.jpg
6	knife	(9,110,57,60)	22	6.jpg
7	table	(0,112,101,142)	29	7.jpg
7	stove	(103,112,154,123)	30	7.jpg
7	frying_pan	(98,119,84,73)	14	7.jpg
7	shell_egg	(24,221,26,26)	7	7.jpg
7	pan	(185,115,71,69)	13	7.jpg
7	pan_handle	(105,91,30,44)	15	7.jpg
7	bowl	(50,119,48,46)	17	7.jpg
7	cutting_board	(5,112,64,63)	19	7.jpg
7	knife	(9,110,57,60)	22	7.jpg
8	table	(0,112,101,142)	29	8.jpg
8	stove	(103,112,154,123)	30	8.jpg
8	frying_pan	(98,119,84,73)	14	8.jpg
8	shell_egg	(24,221,26,26)	7	8.jpg
8	pan	(185,115,71,69)	13	8.jpg
8	pan_handle	(105,91,30,44)	15	8.jpg
8	bowl	(50,119,48,46)	17	8.jpg
8	cutting_board	(5,112,64,63)	19	8.jpg
8	knife	(9,110,57,60)	22	8.jpg
9	table	(0,112,101,142)	29	9.jpg
9	stove	(103,112,154,123)	30	9.jpg
9	frying_pan	(98,119,84,73)	14	9.jpg
9	shell_egg	(24,221,26,26)	7	9.jpg
9	pan	(185,115,71,69)	13	9.jpg
9	pan_handle	(105,91,30,44)	15	9.jpg
9	bowl	(50,119,48,46)	17	9.jpg
9	cutting_board	(5,112,64,63)	19	9.jpg
9	knife	(9,110,57,60)	22	9.jpg
10	table	(0,112,101,142)	29	10.jpg
10	stove	(103,112,154,123)	30	10.jpg
10	frying_pan	(98,119,84,73)	14	10.jpg
10	shell_egg	(24,221,26,26)	7	10.jpg
10	pan	(185,115,71,69)	13	10.jpg
10	pan_handle	(105,91,30,44)	15	10.jpg
10	bowl	(50,119,48,46)	17	10.jpg
10	cutting_board	(5,112,64,63)	19	10.jpg
10	knife	(9,110,57,60)	22	10.jpg
11	table	(0,112,101,142)	29	11.jpg
11	stove	(103,112,154,123)	30	11.jpg
11	frying_pan	(98,119,84,73)	14	11.jpg
11	shell_egg	(24,221,26,26)	7	11.jpg
11	pan	(185,115,71,69)	13	11.jpg
11	pan_handle	(105,91,30,44)	15	11.jpg
