Frame:	Label:	Points:	Bounding Box ID:	Frame path: data2/boiled-egg/
0	table	(0,112,101,142)	29	0.jpg
0	stove	(103,112,154,123)	30	0.jpg
0	shell_egg	(73,204,23,22)	7	0.jpg
0	cutting_board	(9,116,50,54)	19	0.jpg
0	knife	(22,111,33,66)	22	0.jpg
0	pan_handle	(120,84,26,42)	15	0.jpg
0	pan	(186,115,70,70)	13	0.jpg
0	bowl	(55,112,43,40)	17	0.jpg
1	table	(0,112,101,142)	29	1.jpg
1	stove	(103,112,154,123)	30	1.jpg
1	shell_egg	(73,204,23,22)	7	1.jpg
1	cutting_board	(9,116,50,54)	19	1.jpg
1	knife	(22,111,33,66)	22	1.jpg
1	pan_handle	(120,84,26,42)	15	1.jpg
1	pan	(186,115,70,70)	13	1.jpg
1	bowl	(55,112,43,40)	17	1.jpg
2	table	(0,112,101,142)	29	2.jpg
2	stove	(103,112,154,123)	30	2.jpg
2	shell_egg	(73,204,23,22)	7	2.jpg
2	cutting_board	(9,116,50,54)	19	2.jpg
2	knife	(22,111,33,66)	22	2.jpg
2	pan_handle	(120,84,26,42)	15	2.jpg
2	pan	(186,115,70,70)	13	2.jpg
2	bowl	(55,112,43,40)	17	2.jpg
3	table	(0,112,101,142)	29	3.jpg
3	stove	(103,112,154,123)	30	3.jpg
3	shell_egg	(73,204,23,22)	7	3.jpg
3	cutting_board	(9,116,50,54)	19	3.jpg
3	knife	(22,111,33,66)	22	3.jpg
3	pan_handle	(120,84,26,42)	15	3.jpg
3	pan	(186,115,70,70)	13	3.jpg
3	bowl	(55,112,43,40)	17	3.jpg
4	table	(0,112,101,142)	29	4.jpg
4	stove	(103,112,154,123)	30	4.jpg
4	shell_egg	(73,204,23,22)	7	4.jpg
4	cutting_board	(9,116,50,54)	19	4.jpg
4	knife	(22,111,33,66)	22	4.jpg
4	pan_handle	(120,84,26,42)	15	4.jpg
4	pan	(186,115,70,70)	13	4.jpg
4	bowl	(55,112,43,40)	17	4.jpg
5	table	(0,112,101,142)	29	5.jpg
5	stove	(103,112,154,123)	30	5.jpg
5	shell_egg	(73,204,23,22)	7	5.jpg
5	cutting_board	(9,116,50,54)	19	5.jpg
5	knife	(22,111,33,66)	22	5.jpg
5	pan_handle	(120,84,26,42)	15	5.jpg
5	pan	(186,115,70,70)	13	5.jpg
5	bowl	(55,112,43,40)	17	5.jpg
6	table	(0,112,101,142)	29	6.jpg
6	stove	(103,112,154,123)	30	6.jpg
6	shell_egg	(73,204,23,22)	7	6.jpg
6	cutting_board	(9,116,50,54)	19	6.jpg
6	knife	(22,111,33,66)	22	6.jpg
6	pan_handle	(120,84,26,42)	15	6.jpg
6	pan	(186,115,70,70)	13	6.jpg
6	bowl	(55,112,43,40)	17	6.jpg
7	table	(0,112,101,142)	29	7.jpg
7	stove	(103,112,154,123)	30	7.jpg
7	shell_egg	(73,204,23,22)	7	7.jpg
7	cutting_board	(9,116,50,54)	19	7.jpg
7	knife	(22,111,33,66)	22	7.jpg
7	pan_handle	(120,84,26,42)	15	7.jpg
7	pan	(186,115,70,70)	13	7.jpg
7	bowl	(55,112,43,40)	17	7.jpg
8	table	(0,112,101,142)	29	8.jpg
8	stove	(103,112,154,123)	30	8.jpg
8	shell_egg	(73,204,23,22)	7	8.jpg
8	cutting_board	(9,116,50,54)	19	8.jpg
8	knife	(22,111,33,66)	22	8.jpg
8	pan_handle	(120,84,26,42)	15	8.jpg
8	pan	(186,115,70,70)	13	8.jpg
8	bowl	(55,112,43,40)	17	8.jpg
9	table	(0,112,101,142)	29	9.jpg
9	stove	(103,112,154,123)	30	9.jpg
9	shell_egg	(73,204,23,22)	7	9.jpg
9	cutting_board	(9,116,50,54)	19	9.jpg
9	knife	(22,111,33,66)	22	9.jpg
9	pan_handle	(120,84,26,42)	15	9.jpg
9	pan	(186,115,70,70)	13	9.jpg
9	bowl	(55,112,43,40)	17	9.jpg
10	table	(0,112,101,142)	29	10.jpg
10	stove	(103,112,154,123)	30	10.jpg
10	shell_egg	(73,204,23,22)	7	10.jpg
10	cutting_board	(9,116,50,54)	19	10.jpg
10	knife	(22,111,33,66)	22	10.jpg
10	pan_handle	(120,84,26,42)	15	10.jpg
10	pan	(186,115,70,70)	13	10.jpg
10	bowl	(55,112,43,40)	17	10.jpg
11	table	(0,112,101,142)	29	11.jpg
11	stove	(103,112,154,123)	30	11.jpg
11	shell_egg	(73,204,23,22)	7	11.jpg
11	cutting_board	(9,116,50,54)	19	11.jpg
11	knife	(22,111,33,66)	22	11.jpg
11	pan_handle	(120,84,26,42)	15	11.jpg
11	pan	(186,115,70,70)	13	11.jpg
11	bowl	(55,112,43,40)	17	11.jpg
12	table	(0,112,101,142)	29	12.jpg
12	stove	(103,112,154,123)	30	12.jpg
12	shell_egg	(73,204,23,22)	7	12.jpg
12	cutting_board	(9,116,50,54)	19	12.jpg
12	knife	(22,111,33,66)	22	12.jpg
12	pan_handle	(120,84,26,42)	15	12.jpg
12	pan	(186,115,70,70)	13	12.jpg
12	bowl	(55,112,43,40)	17	12.jpg
13	table	(0,112,101,142)	29	13.jpg
13	stove	(103,112,154,123)	30	13.jpg
