Frame:	Label:	Points:	Bounding Box ID:	Frame path: data5/scrambled-egg/
0	table	(0,112,101,142)	29	0.jpg
0	stove	(103,112,154,123)	30	0.jpg
0	shell_egg	(59,219,23,24)	7	0.jpg
0	bowl	(48,120,45,43)	17	0.jpg
0	knife	(25,107,30,67)	22	0.jpg
0	cutting_board	(9,112,54,60)	19	0.jpg
0	frying_pan	(98,90,82,101)	14	0.jpg
0	ham	(63,171,32,29)	12	0.jpg
0	saltshaker	(20,157,38,55)	26	0.jpg
0	spoon	(33,171,19,33)	27	0.jpg
0	milk_carton	(0,211,17,31)	23	0.jpg
0	oil_bottle	(0,142,29,50)	24	0.jpg
1	table	(0,112,101,142)	29	1.jpg
1	stove	(103,112,154,123)	30	1.jpg
1	shell_egg	(59,219,23,24)	7	1.jpg
1	bowl	(48,120,45,43)	17	1.jpg
1	knife	(25,107,30,67)	22	1.jpg
1	cutting_board	(9,112,54,60)	19	1.jpg
1	frying_pan	(98,90,82,101)	14	1.jpg
1	ham	(63,171,32,29)	12	1.jpg
1	saltshaker	(20,157,38,55)	26	1.jpg
1	spoon	(33,171,19,33)	27	1.jpg
1	milk_carton	(0,211,17,31)	23	1.jpg
1	oil_bottle	(0,142,29,50)	24	1.jpg
2	table	(0,112,101,142)	29	2.jpg
2	stove	(103,112,154,123)	30	2.jpg
2	shell_egg	(59,219,23,24)	7	2.jpg
2	bowl	(48,120,45,43)	17	2.jpg
2	knife	(25,107,30,67)	22	2.jpg
2	cutting_board	(9,112,54,60)	19	2.jpg
2	frying_pan	(98,90,82,101)	14	2.jpg
2	ham	(63,171,32,29)	12	2.jpg
2	saltshaker	(20,157,38,55)	26	2.jpg
2	spoon	(33,171,19,33)	27	2.jpg
2	milk_carton	(0,211,17,31)	23	2.jpg
2	oil_bottle	(0,142,29,50)	24	2.jpg
3	table	(0,112,101,142)	29	3.jpg
3	stove	(103,112,154,123)	30	3.jpg
3	shell_egg	(59,219,23,24)	7	3.jpg
3	bowl	(48,120,45,43)	17	3.jpg
3	knife	(25,107,30,67)	22	3.jpg
3	cutting_board	(9,112,54,60)	19	3.jpg
3	frying_pan	(98,90,82,101)	14	3.jpg
3	ham	(63,171,32,29)	12	3.jpg
3	saltshaker	(20,157,38,55)	26	3.jpg
3	spoon	(33,171,19,33)	27	3.jpg
3	milk_carton	(0,211,17,31)	23	3.jpg
3	oil_bottle	(0,142,29,50)	24	3.jpg
4	table	(0,112,101,142)	29	4.jpg
4	stove	(103,112,154,123)	30	4.jpg
4	shell_egg	(59,219,23,24)	7	4.jpg
4	bowl	(48,120,45,43)	17	4.jpg
4	knife	(25,107,30,67)	22	4.jpg
4	cutting_board	(9,112,54,60)	19	4.jpg
4	frying_pan	(98,90,82,101)	14	4.jpg
4	ham	(63,171,32,29)	12	4.jpg
4	saltshaker	(20,157,38,55)	26	4.jpg
4	spoon	(33,171,19,33)	27	4.jpg
4	milk_carton	(0,211,17,31)	23	4.jpg
4	oil_bottle	(0,142,29,50)	24	4.jpg
5	table	(0,112,101,142)	29	5.jpg
5	stove	(103,112,154,123)	30	5.jpg
5	shell_egg	(59,219,23,24)	7	5.jpg
5	bowl	(48,120,45,43)	17	5.jpg
5	knife	(25,107,30,67)	22	5.jpg
5	cutting_board	(9,112,54,60)	19	5.jpg
5	frying_pan	(98,90,82,101)	14	5.jpg
5	ham	(63,171,32,29)	12	5.jpg
5	saltshaker	(20,157,38,55)	26	5.jpg
5	spoon	(33,171,19,33)	27	5.jpg
5	milk_carton	(0,211,17,31)	23	5.jpg
5	oil_bottle	(0,142,29,50)	24	5.jpg
6	table	(0,112,101,142)	29	6.jpg
6	stove	(103,112,154,123)	30	6.jpg
6	shell_egg	(59,219,23,24)	7	6.jpg
6	bowl	(48,120,45,43)	17	6.jpg
6	knife	(25,107,30,67)	22	6.jpg
6	cutting_board	(9,112,54,60)	19	6.jpg
6	frying_pan	(98,90,82,101)	14	6.jpg
6	ham	(63,171,32,29)	12	6.jpg
6	saltshaker	(20,157,38,55)	26	6.jpg
6	spoon	(33,171,19,33)	27	6.jpg
6	milk_carton	(0,211,17,31)	23	6.jpg
6	oil_bottle	(0,142,29,50)	24	6.jpg
7	table	(0,112,101,142)	29	7.jpg
7	stove	(103,112,154,123)	30	7.jpg
7	shell_egg	(59,219,23,24)	7	7.jpg
7	bowl	(48,120,45,43)	17	7.jpg
7	knife	(25,107,30,67)	22	7.jpg
7	cutting_board	(9,112,54,60)	19	7.jpg
7	frying_pan	(98,90,82,101)	14	7.jpg
7	ham	(63,171,32,29)	12	7.jpg
7	saltshaker	(20,157,38,55)	26	7.jpg
7	spoon	(33,171,19,33)	27	7.jpg
7	milk_carton	(0,211,17,31)	23	7.jpg
7	oil_bottle	(0,142,29,50)	24	7.jpg
8	table	(0,112,101,142)	29	8.jpg
8	stove	(103,112,154,123)	30	8.jpg
8	shell_egg	(59,219,23,24)	7	8.jpg
8	bowl	(48,120,45,43)	17	8.jpg
8	knife	(25,107,30,67)	22	8.jpg
8	cutting_board	(9,112,54,60)	19	8.jpg
8	frying_pan	(98,90,82,101)	14	8.jpg
8	ham	(63,171,32,29)	12	8.jpg
