Frame:	Label:	Points:	Bounding Box ID:	Frame path: data3/scrambled-egg/
0	table	(0,112,101,142)	29	0.jpg
0	stove	(103,112,154,123)	30	0.jpg
0	shell_egg	(56,238,22,19)	7	0.jpg
0	bowl	(54,118,43,41)	17	0.jpg
0	oil_bottle	(0,174,21,44)	24	0.jpg
0	frying_pan	(103,89,82,101)	14	0.jpg
0	saltshaker	(15,170,44,50)	26	0.jpg
0	spoon	(29,180,20,36)	27	0.jpg
1	table	(0,112,101,142)	29	1.jpg
1	stove	(103,112,154,123)	30	1.jpg
1	shell_egg	(56,238,22,19)	7	1.jpg
1	bowl	(54,118,43,41)	17	1.jpg
1	oil_bottle	(0,174,21,44)	24	1.jpg
1	frying_pan	(103,89,82,101)	14	1.jpg
1	saltshaker	(15,170,44,50)	26	1.jpg
1	spoon	(29,180,20,36)	27	1.jpg
2	table	(0,112,101,142)	29	2.jpg
2	stove	(103,112,154,123)	30	2.jpg
2	shell_egg	(56,238,22,19)	7	2.jpg
2	bowl	(54,118,43,41)	17	2.jpg
2	oil_bottle	(0,174,21,44)	24	2.jpg
2	frying_pan	(103,89,82,101)	14	2.jpg
2	saltshaker	(15,170,44,50)	26	2.jpg
2	spoon	(29,180,20,36)	27	2.jpg
3	table	(0,112,101,142)	29	3.jpg
3	stove	(103,112,154,123)	30	3.jpg
3	shell_egg	(56,238,22,19)	7	3.jpg
3	bowl	(54,118,43,41)	17	3.jpg
3	oil_bottle	(0,174,21,44)	24	3.jpg
3	frying_pan	(103,89,82,101)	14	3.jpg
3	saltshaker	(15,170,44,50)	26	3.jpg
3	spoon	(29,180,20,36)	27	3.jpg
4	table	(0,112,101,142)	29	4.jpg
4	stove	(103,112,154,123)	30	4.jpg
4	shell_egg	(56,238,22,19)	7	4.jpg
4	bowl	(54,118,43,41)	17	4.jpg
4	oil_bottle	(0,174,21,44)	24	4.jpg
4	frying_pan	(103,89,82,101)	14	4.jpg
4	saltshaker	(15,170,44,50)	26	4.jpg
4	spoon	(29,180,20,36)	27	4.jpg
5	table	(0,112,101,142)	29	5.jpg
5	stove	(103,112,154,123)	30	5.jpg
5	shell_egg	(56,238,22,19)	7	5.jpg
5	bowl	(54,118,43,41)	17	5.jpg
5	oil_bottle	(0,174,21,44)	24	5.jpg
5	frying_pan	(103,89,82,101)	14	5.jpg
5	saltshaker	(15,170,44,50)	26	5.jpg
5	spoon	(29,180,20,36)	27	5.jpg
6	table	(0,112,101,142)	29	6.jpg
6	stove	(103,112,154,123)	30	6.jpg
6	shell_egg	(56,238,22,19)	7	6.jpg
6	bowl	(54,118,43,41)	17	6.jpg
6	oil_bottle	(0,174,21,44)	24	6.jpg
6	frying_pan	(103,89,82,101)	14	6.jpg
6	saltshaker	(15,170,44,50)	26	6.jpg
6	spoon	(29,180,20,36)	27	6.jpg
7	table	(0,112,101,142)	29	7.jpg
7	stove	(103,112,154,123)	30	7.jpg
7	shell_egg	(56,238,22,19)	7	7.jpg
7	bowl	(54,118,43,41)	17	7.jpg
7	oil_bottle	(0,174,21,44)	24	7.jpg
7	frying_pan	(103,89,82,101)	14	7.jpg
7	saltshaker	(15,170,44,50)	26	7.jpg
7	spoon	(29,180,20,36)	27	7.jpg
8	table	(0,112,101,142)	29	8.jpg
8	stove	(103,112,154,123)	30	8.jpg
8	shell_egg	(56,238,22,19)	7	8.jpg
8	bowl	(54,118,43,41)	17	8.jpg
8	oil_bottle	(0,174,21,44)	24	8.jpg
8	frying_pan	(103,89,82,101)	14	8.jpg
8	saltshaker	(15,170,44,50)	26	8.jpg
8	spoon	(29,180,20,36)	27	8.jpg
9	table	(0,112,101,142)	29	9.jpg
9	stove	(103,112,154,123)	30	9.jpg
9	shell_egg	(56,238,22,19)	7	9.jpg
9	bowl	(54,118,43,41)	17	9.jpg
9	oil_bottle	(0,174,21,44)	24	9.jpg
9	frying_pan	(103,89,82,101)	14	9.jpg
9	saltshaker	(15,170,44,50)	26	9.jpg
9	spoon	(29,180,20,36)	27	9.jpg
10	table	(0,112,101,142)	29	10.jpg
10	stove	(103,112,154,123)	30	10.jpg
10	shell_egg	(56,238,22,19)	7	10.jpg
10	bowl	(54,118,43,41)	17	10.jpg
10	oil_bottle	(0,174,21,44)	24	10.jpg
10	frying_pan	(103,89,82,101)	14	10.jpg
10	saltshaker	(15,170,44,50)	26	10.jpg
10	spoon	(29,180,20,36)	27	10.jpg
11	table	(0,112,101,142)	29	11.jpg
11	stove	(103,112,154,123)	30	11.jpg
11	shell_egg	(56,238,22,19)	7	11.jpg
11	bowl	(54,118,43,41)	17	11.jpg
11	oil_bottle	(0,174,21,44)	24	11.jpg
11	frying_pan	(103,89,82,101)	14	11.jpg
11	saltshaker	(15,170,44,50)	26	11.jpg
11	spoon	(29,180,20,36)	27	11.jpg
12	table	(0,112,101,142)	29	12.jpg
12	stove	(103,112,154,123)	30	12.jpg
12	shell_egg	(56,238,22,19)	7	12.jpg
12	bowl	(54,118,43,41)	17	12.jpg
12	oil_bottle	(0,174,21,44)	24	12.jpg
12	frying_pan	(103,89,82,101)	14	12.jpg
12	saltshaker	(15,170,44,50)	26	12.jpg
